index,value
1982-Q1,79
1982-Q2,65.9
1982-Q3,70.9
1982-Q4,66.7
1983-Q1,75.2
1983-Q2,68.1
1983-Q3,71.7
1983-Q4,66.5
1984-Q1,84
1984-Q2,75.6
1984-Q3,74.6
1984-Q4,75.1
1985-Q1,88.1
1985-Q2,69.1
1985-Q3,75
1985-Q4,72.5
1986-Q1,87
1986-Q2,78.8
1986-Q3,79.9
1986-Q4,76.8
1987-Q1,88
1987-Q2,77.1
1987-Q3,82.1
1987-Q4,77.8
1988-Q1,81.7
1988-Q2,75.1
1988-Q3,81.3
1988-Q4,75.1
1989-Q1,85.9
1989-Q2,73.9
1989-Q3,81
1989-Q4,75.7
1990-Q1,83.9
1990-Q2,75.5
1990-Q3,81
1990-Q4,74.3
1991-Q1,68.2
1991-Q2,70.7
1991-Q3,79.7
1991-Q4,72.5
1992-Q1,75.3
1992-Q2,68.6
1992-Q3,75.5
1992-Q4,75.2
1993-Q1,75.3
1993-Q2,67.9
1993-Q3,73.8
1993-Q4,72.5
1994-Q1,80.9
1994-Q2,72.7
1994-Q3,79.1
1994-Q4,74.8
1995-Q1,79.5
1995-Q2,70.3
1995-Q3,79.2
1995-Q4,75.1
1996-Q1,81.9
1996-Q2,72.3
1996-Q3,77.1
1996-Q4,70
1997-Q1,79.5
1997-Q2,70.8
1997-Q3,75.5
1997-Q4,69.9
1998-Q1,77.4
1998-Q2,68.7
1998-Q3,72.9
1998-Q4,67.7
1999-Q1,77
1999-Q2,67.7
1999-Q3,75
1999-Q4,68.7
2000-Q1,79.2
2000-Q2,75.2
2000-Q3,78.5
2000-Q4,73.1
2001-Q1,80.7
2001-Q2,70.7
2001-Q3,70.3
2001-Q4,57.2
2002-Q1,71.7
2002-Q2,67.9
2002-Q3,72.5
2002-Q4,67.1
2003-Q1,74.4
2003-Q2,67.1
2003-Q3,77.4
2003-Q4,71.3
2004-Q1,80.2
2004-Q2,75.7
2004-Q3,81.5
2004-Q4,73.4
2005-Q1,83.8
2005-Q2,78.4
2005-Q3,84.8
2005-Q4,77.2
2006-Q1,83.6
2006-Q2,78.2
2006-Q3,82.5
2006-Q4,74.1
2007-Q1,77.5
2007-Q2,72
2007-Q3,78.6
2007-Q4,72
2008-Q1,78.7
2008-Q2,68.8
2008-Q3,70.5
2008-Q4,63.8
2009-Q1,66.7
2009-Q2,63.7
2009-Q3,67.3
2009-Q4,63.5
2010-Q1,70.6
2010-Q2,67.3
2010-Q3,75.2
2010-Q4,69.5
2011-Q1,76.6
2011-Q2,68.6
2011-Q3,76.1
2011-Q4,71.9
2012-Q1,80.3
2012-Q2,73.8
2012-Q3,78.9
2012-Q4,74.5
2013-Q1,82
2013-Q2,74.2
2013-Q3,77.8
2013-Q4,72.3
2014-Q1,80.8
2014-Q2,74
2014-Q3,78.7
2014-Q4,74.7
2015-Q1,80
2015-Q2,77.9
2015-Q3,79.9
2015-Q4,78
