index,value
1970-01-01T00:00:00Z,72.38
1970-01-08T00:27:49Z,67.19
1970-01-15T00:55:38Z,62.94
1970-01-22T01:22:55Z,72.49
1970-01-29T01:50:44Z,74.25
1970-02-05T02:18:33Z,67.88
1970-02-12T02:46:21Z,74.2
1970-02-19T03:13:39Z,74.88
1970-02-26T03:41:27Z,64.17
1970-03-05T04:09:16Z,67.09
1970-03-12T04:37:05Z,78.29
1970-03-19T05:04:22Z,68.07
1970-03-26T05:32:11Z,86.7
1970-04-02T06:00:00Z,69.43
1970-04-09T06:27:49Z,75.22
1970-04-16T06:55:38Z,77.29
1970-04-23T07:22:55Z,69.96
1970-04-30T07:50:44Z,79.35
1970-05-07T08:18:33Z,82.94
1970-05-14T08:46:21Z,89.79
1970-05-21T09:13:39Z,80.19
1970-05-28T09:41:27Z,87.58
1970-06-04T10:09:16Z,81.76
1970-06-11T10:37:05Z,86.79
1970-06-18T11:04:22Z,87.46
1970-06-25T11:32:11Z,88.21
1970-07-02T12:00:00Z,83.4
1970-07-09T12:27:49Z,86.1
1970-07-16T12:55:38Z,82.16
1970-07-23T13:22:55Z,81.31
1970-07-30T13:50:44Z,78.99
1970-08-06T14:18:33Z,92.56
1970-08-13T14:46:21Z,84.5
1970-08-20T15:13:39Z,76.44
1970-08-27T15:41:27Z,73.97
1970-09-03T16:09:16Z,69.63
1970-09-10T16:37:05Z,81.05
1970-09-17T17:04:22Z,69.57
1970-09-24T17:32:11Z,78.05
1970-10-01T18:00:00Z,70.61
1970-10-08T18:27:49Z,60.95
1970-10-15T18:55:38Z,67.74
1970-10-22T19:22:55Z,68.5
1970-10-29T19:50:44Z,54.84
1970-11-05T20:18:33Z,60.58
1970-11-12T20:46:21Z,62.14
1970-11-19T21:13:39Z,51.26
1970-11-26T21:41:27Z,72.55
1970-12-03T22:09:16Z,64.42
1970-12-10T22:37:05Z,78.25
1970-12-17T23:04:22Z,59.17
1970-12-24T23:32:11Z,80.89
1971-01-01T00:00:00Z,58.63
1971-01-08T00:27:49Z,62.5
1971-01-15T00:55:38Z,67.52
1971-01-22T01:22:55Z,63.56
1971-01-29T01:50:44Z,74.87
1971-02-05T02:18:33Z,64.98
1971-02-12T02:46:21Z,82.7
1971-02-19T03:13:39Z,72.63
1971-02-26T03:41:27Z,65.36
1971-03-05T04:09:16Z,63.33
1971-03-12T04:37:05Z,66.1
1971-03-19T05:04:22Z,64.85
1971-03-26T05:32:11Z,76.37
1971-04-02T06:00:00Z,75.27
1971-04-09T06:27:49Z,65.15
1971-04-16T06:55:38Z,69.62
1971-04-23T07:22:55Z,72.81
1971-04-30T07:50:44Z,85.57
1971-05-07T08:18:33Z,78.58
1971-05-14T08:46:21Z,77.32
1971-05-21T09:13:39Z,87.27
1971-05-28T09:41:27Z,86.29
1971-06-04T10:09:16Z,83.55
1971-06-11T10:37:05Z,88.57
1971-06-18T11:04:22Z,95.34
1971-06-25T11:32:11Z,88.18
1971-07-02T12:00:00Z,82.71
1971-07-09T12:27:49Z,89.8
1971-07-16T12:55:38Z,81.63
1971-07-23T13:22:55Z,98.95
1971-07-30T13:50:44Z,82.58
1971-08-06T14:18:33Z,79.74
1971-08-13T14:46:21Z,77.31
1971-08-20T15:13:39Z,99.88
1971-08-27T15:41:27Z,69.19
1971-09-03T16:09:16Z,76.29
1971-09-10T16:37:05Z,64.28
1971-09-17T17:04:22Z,78.61
1971-09-24T17:32:11Z,65.87
1971-10-01T18:00:00Z,68.18
1971-10-08T18:27:49Z,65.98
1971-10-15T18:55:38Z,63.95
1971-10-22T19:22:55Z,57.65
1971-10-29T19:50:44Z,64.27
1971-11-05T20:18:33Z,55.18
1971-11-12T20:46:21Z,63.52
1971-11-19T21:13:39Z,63.95
1971-11-26T21:41:27Z,69.91
1971-12-03T22:09:16Z,58.9
