index,value
1953-Q1,1.673
1953-Q2,3.173
1953-Q3,0.492
1953-Q4,-0.327
1954-Q1,-0.333
1954-Q2,0.169
1954-Q3,-1.822
1954-Q4,-0.499
1955-Q1,0
1955-Q2,1.333
1955-Q3,0.662
1955-Q4,-0.83
1956-Q1,2.983
1956-Q2,5.115
1956-Q3,2.928
1956-Q4,2.417
1957-Q1,4.011
1957-Q2,4.296
1957-Q3,1.415
1957-Q4,4.071
1958-Q1,3.104
1958-Q2,0.462
1958-Q3,0
1958-Q4,0
1959-Q1,1.231
1959-Q2,2.451
1959-Q3,2.134
1959-Q4,-0.15
1960-Q1,2.728
1960-Q2,0.75
1960-Q3,2.407
1960-Q4,0.148
1961-Q1,0.148
1961-Q2,2.091
1961-Q3,0.445
1961-Q4,0.89
1962-Q1,1.776
1962-Q2,1.618
1962-Q3,0.885
1962-Q4,0.584
1963-Q1,1.022
1963-Q2,2.918
1963-Q3,1.012
1963-Q4,1.014
1964-Q1,0.864
1964-Q2,1.436
1964-Q3,1.577
1964-Q4,0.71
1965-Q1,2.849
1965-Q2,1.837
1965-Q3,1.689
1965-Q4,3.221
1966-Q1,4.038
1966-Q2,3.853
1966-Q3,2.998
1966-Q4,0.812
1967-Q1,2.702
1967-Q2,4.29
1967-Q3,3.321
1967-Q4,4.209
1968-Q1,4.427
1968-Q2,5.028
1968-Q3,4.832
1968-Q4,4.522
1969-Q1,6.966
1969-Q2,5.74
1969-Q3,5.539
1969-Q4,5.941
1970-Q1,6.437
1970-Q2,4.496
1970-Q3,5.24
1970-Q4,3.036
1971-Q1,4.574
1971-Q2,3.976
1971-Q3,2.186
1971-Q4,3.149
1972-Q1,3.235
1972-Q2,3.639
1972-Q3,3.603
1972-Q4,5.559
1973-Q1,8.811
1973-Q2,8.807
1973-Q3,9.331
1973-Q4,11.233
1974-Q1,11.316
1974-Q2,12.187
1974-Q3,11.667
1974-Q4,7.267
1975-Q1,6.282
1975-Q2,8.529
1975-Q3,6.384
1975-Q4,3.87
1976-Q1,4.943
1976-Q2,6.387
1976-Q3,4.501
1976-Q4,7.049
1977-Q1,8.596
1977-Q2,5.834
1977-Q3,4.436
1977-Q4,6.76
1978-Q1,10.391
1978-Q2,9.454
1978-Q3,8.088
1978-Q4,9.958
1979-Q1,13.719
1979-Q2,13.21
1979-Q3,11.698
1979-Q4,15.568
1980-Q1,14.447
1980-Q2,7.571
