index,value
1948 Jan,235.1
1948 Feb,280.7
1948 Mar,264.6
1948 Apr,240.7
1948 May,201.4
1948 Jun,240.8
1948 Jul,241.1
1948 Aug,223.8
1948 Sep,206.1
1948 Oct,174.7
1948 Nov,203.3
1948 Dec,220.5
1949 Jan,299.5
1949 Feb,347.4
1949 Mar,338.3
1949 Apr,327.7
1949 May,351.6
1949 Jun,396.6
1949 Jul,438.8
1949 Aug,395.6
1949 Sep,363.5
1949 Oct,378.8
1949 Nov,357
1949 Dec,369
1950 Jan,464.8
1950 Feb,479.1
1950 Mar,431.3
1950 Apr,366.5
1950 May,326.3
1950 Jun,355.1
1950 Jul,331.6
1950 Aug,261.3
1950 Sep,249
1950 Oct,205.5
1950 Nov,235.6
1950 Dec,240.9
1951 Jan,264.9
1951 Feb,253.8
1951 Mar,232.3
1951 Apr,193.8
1951 May,177
1951 Jun,213.2
1951 Jul,207.2
1951 Aug,180.6
1951 Sep,188.6
1951 Oct,175.4
1951 Nov,199
1951 Dec,179.6
1952 Jan,225.8
1952 Feb,234
1952 Mar,200.2
1952 Apr,183.6
1952 May,178.2
1952 Jun,203.2
1952 Jul,208.5
1952 Aug,191.8
1952 Sep,172.8
1952 Oct,148
1952 Nov,159.4
1952 Dec,154.5
1953 Jan,213.2
1953 Feb,196.4
1953 Mar,182.8
1953 Apr,176.4
1953 May,153.6
1953 Jun,173.2
1953 Jul,171
1953 Aug,151.2
1953 Sep,161.9
1953 Oct,157.2
1953 Nov,201.7
1953 Dec,236.4
1954 Jan,356.1
1954 Feb,398.3
1954 Mar,403.7
1954 Apr,384.6
1954 May,365.8
1954 Jun,368.1
1954 Jul,367.9
1954 Aug,347
1954 Sep,343.3
1954 Oct,292.9
1954 Nov,311.5
1954 Dec,300.9
1955 Jan,366.9
1955 Feb,356.9
1955 Mar,329.7
1955 Apr,316.2
1955 May,269
1955 Jun,289.3
1955 Jul,266.2
1955 Aug,253.6
1955 Sep,233.8
1955 Oct,228.4
1955 Nov,253.6
1955 Dec,260.1
1956 Jan,306.6
1956 Feb,309.2
1956 Mar,309.5
1956 Apr,271
1956 May,279.9
1956 Jun,317.9
1956 Jul,298.4
1956 Aug,246.7
1956 Sep,227.3
1956 Oct,209.1
1956 Nov,259.9
1956 Dec,266
1957 Jan,320.6
1957 Feb,308.5
1957 Mar,282.2
1957 Apr,262.7
1957 May,263.5
1957 Jun,313.1
1957 Jul,284.3
1957 Aug,252.6
1957 Sep,250.3
1957 Oct,246.5
1957 Nov,312.7
1957 Dec,333.2
1958 Jan,446.4
1958 Feb,511.6
1958 Mar,515.5
1958 Apr,506.4
1958 May,483.2
1958 Jun,522.3
1958 Jul,509.8
1958 Aug,460.7
1958 Sep,405.8
1958 Oct,375
1958 Nov,378.5
1958 Dec,406.8
1959 Jan,467.8
1959 Feb,469.8
1959 Mar,429.8
1959 Apr,355.8
1959 May,332.7
1959 Jun,378
1959 Jul,360.5
1959 Aug,334.7
1959 Sep,319.5
1959 Oct,323.1
1959 Nov,363.6
1959 Dec,352.1
1960 Jan,411.9
1960 Feb,388.6
1960 Mar,416.4
1960 Apr,360.7
1960 May,338
1960 Jun,417.2
1960 Jul,388.4
1960 Aug,371.1
1960 Sep,331.5
1960 Oct,353.7
1960 Nov,396.7
1960 Dec,447
1961 Jan,533.5
1961 Feb,565.4
1961 Mar,542.3
1961 Apr,488.7
1961 May,467.1
1961 Jun,531.3
1961 Jul,496.1
1961 Aug,444
1961 Sep,403.4
1961 Oct,386.3
1961 Nov,394.1
1961 Dec,404.1
1962 Jan,462.1
1962 Feb,448.1
1962 Mar,432.3
1962 Apr,386.3
1962 May,395.2
1962 Jun,421.9
1962 Jul,382.9
1962 Aug,384.2
1962 Sep,345.5
1962 Oct,323.4
1962 Nov,372.6
1962 Dec,376
1963 Jan,462.7
1963 Feb,487
1963 Mar,444.2
1963 Apr,399.3
1963 May,394.9
1963 Jun,455.4
1963 Jul,414
1963 Aug,375.5
1963 Sep,347
1963 Oct,339.4
1963 Nov,385.8
1963 Dec,378.8
1964 Jan,451.8
1964 Feb,446.1
1964 Mar,422.5
1964 Apr,383.1
1964 May,352.8
1964 Jun,445.3
1964 Jul,367.5
1964 Aug,355.1
1964 Sep,326.2
1964 Oct,319.8
1964 Nov,331.8
1964 Dec,340.9
1965 Jan,394.1
1965 Feb,417.2
1965 Mar,369.9
1965 Apr,349.2
1965 May,321.4
1965 Jun,405.7
1965 Jul,342.9
1965 Aug,316.5
1965 Sep,284.2
1965 Oct,270.9
1965 Nov,288.8
1965 Dec,278.8
1966 Jan,324.4
1966 Feb,310.9
1966 Mar,299
1966 Apr,273
1966 May,279.3
1966 Jun,359.2
1966 Jul,305
1966 Aug,282.1
1966 Sep,250.3
1966 Oct,246.5
1966 Nov,257.9
1966 Dec,266.5
1967 Jan,315.9
1967 Feb,318.4
1967 Mar,295.4
1967 Apr,266.4
1967 May,245.8
1967 Jun,362.8
1967 Jul,324.9
1967 Aug,294.2
1967 Sep,289.5
1967 Oct,295.2
1967 Nov,290.3
1967 Dec,272
1968 Jan,307.4
1968 Feb,328.7
1968 Mar,292.9
1968 Apr,249.1
1968 May,230.4
1968 Jun,361.5
1968 Jul,321.7
1968 Aug,277.2
1968 Sep,260.7
1968 Oct,251
1968 Nov,257.6
1968 Dec,241.8
1969 Jan,287.5
1969 Feb,292.3
1969 Mar,274.7
1969 Apr,254.2
1969 May,230
1969 Jun,339
1969 Jul,318.2
1969 Aug,287
1969 Sep,295.8
1969 Oct,284
1969 Nov,271
1969 Dec,262.7
1970 Jan,340.6
1970 Feb,379.4
1970 Mar,373.3
1970 Apr,355.2
1970 May,338.4
1970 Jun,466.9
1970 Jul,451
1970 Aug,422
1970 Sep,429.2
1970 Oct,425.9
1970 Nov,460.7
1970 Dec,463.6
1971 Jan,541.4
1971 Feb,544.2
1971 Mar,517.5
1971 Apr,469.4
1971 May,439.4
1971 Jun,549
1971 Jul,533
1971 Aug,506.1
1971 Sep,484
1971 Oct,457
1971 Nov,481.5
1971 Dec,469.5
1972 Jan,544.7
1972 Feb,541.2
1972 Mar,521.5
1972 Apr,469.7
1972 May,434.4
1972 Jun,542.6
1972 Jul,517.3
1972 Aug,485.7
1972 Sep,465.8
1972 Oct,447
1972 Nov,426.6
1972 Dec,411.6
1973 Jan,467.5
1973 Feb,484.5
1973 Mar,451.2
1973 Apr,417.4
1973 May,379.9
1973 Jun,484.7
1973 Jul,455
1973 Aug,420.8
1973 Sep,416.5
1973 Oct,376.3
1973 Nov,405.6
1973 Dec,405.8
1974 Jan,500.8
1974 Feb,514
1974 Mar,475.5
1974 Apr,430.1
1974 May,414.4
1974 Jun,538
1974 Jul,526
1974 Aug,488.5
1974 Sep,520.2
1974 Oct,504.4
1974 Nov,568.5
1974 Dec,610.6
1975 Jan,818
1975 Feb,830.9
1975 Mar,835.9
1975 Apr,782
1975 May,762.3
1975 Jun,856.9
1975 Jul,820.9
1975 Aug,769.6
1975 Sep,752.2
1975 Oct,724.4
1975 Nov,723.1
1975 Dec,719.5
1976 Jan,817.4
1976 Feb,803.3
1976 Mar,752.5
1976 Apr,689
1976 May,630.4
1976 Jun,765.5
1976 Jul,757.7
1976 Aug,732.2
1976 Sep,702.6
1976 Oct,683.3
1976 Nov,709.5
1976 Dec,702.2
1977 Jan,784.8
1977 Feb,810.9
1977 Mar,755.6
1977 Apr,656.8
1977 May,615.1
1977 Jun,745.3
1977 Jul,694.1
1977 Aug,675.7
1977 Sep,643.7
1977 Oct,622.1
1977 Nov,634.6
1977 Dec,588
1978 Jan,689.7
1978 Feb,673.9
1978 Mar,647.9
1978 Apr,568.8
1978 May,545.7
1978 Jun,632.6
1978 Jul,643.8
1978 Aug,593.1
1978 Sep,579.7
1978 Oct,546
1978 Nov,562.9
1978 Dec,572.5
