index,value
1950 Jan,68.63
1950 Feb,68.63
1950 Mar,68.63
1950 Apr,68.63
1950 May,68.63
1950 Jun,68.63
1950 Jul,59.16
1950 Aug,48.7
1950 Sep,47.54
1950 Oct,50.91
1950 Nov,44.7
1950 Dec,42.85
1951 Jan,39.62
1951 Feb,44.45
1951 Mar,38.98
1951 Apr,42.62
1951 May,48.27
1951 Jun,59.39
1951 Jul,51.66
1951 Aug,38.55
1951 Sep,60.33
1951 Oct,72.27
1951 Nov,68.62
1951 Dec,69.63
1952 Jan,72.2
1952 Feb,67.87
1952 Mar,64.91001
1952 Apr,53.85
1952 May,37.96
1952 Jun,23.23
1952 Jul,12.68
1952 Aug,9.84
1952 Sep,7.82
1952 Oct,11.78
1952 Nov,10.22
1952 Dec,12.19
1953 Jan,18.6
1953 Feb,26.97
1953 Mar,22.52
1953 Apr,19.18
1953 May,17.14
1953 Jun,18.61
1953 Jul,20.02
1953 Aug,22.65
1953 Sep,38.99
1953 Oct,76.55
1953 Nov,87.99
1953 Dec,99.8
1954 Jan,96.69
1954 Feb,87.45
1954 Mar,88.57
1954 Apr,97.43
1954 May,99.99
1954 Jun,94.88
1954 Jul,86.99
1954 Aug,79.73001
1954 Sep,92.35
1954 Oct,91.29
1954 Nov,94.31
1954 Dec,84.95
1955 Jan,82.97
1955 Feb,92.98001
1955 Mar,81.06
1955 Apr,62.37
1955 May,52.99
1955 Jun,39.53
1955 Jul,42.9
1955 Aug,33.76
1955 Sep,40.97
1955 Oct,60.5
1955 Nov,66.61
1955 Dec,80.38
1956 Jan,95.86
1956 Feb,97.74
1956 Mar,80.24
1956 Apr,73.44
1956 May,65.67
1956 Jun,47.81
1956 Jul,33.51
1956 Aug,34.22
1956 Sep,32.95
1956 Oct,32.55
1956 Nov,46.92
1956 Dec,44.64
1957 Jan,53.02
1957 Feb,41.98
1957 Mar,30.43
1957 Apr,24.43
1957 May,18.05
1957 Jun,20.98
1957 Jul,12.37
1957 Aug,12.03
1957 Sep,12.41
1957 Oct,15.89
1957 Nov,20.46
1957 Dec,26.95
1958 Jan,30.29
1958 Feb,26.21
1958 Mar,23.34
1958 Apr,25.55
1958 May,25.4
1958 Jun,24.16
1958 Jul,23.34
1958 Aug,24.38
1958 Sep,27.2
1958 Oct,29.18
1958 Nov,43.3
1958 Dec,53.92
1959 Jan,59.76
1959 Feb,64.52
1959 Mar,65.84
1959 Apr,70.19
1959 May,75.27
1959 Jun,77.63
1959 Jul,76.96
1959 Aug,77.7
1959 Sep,85.13
1959 Oct,99.33999
1959 Nov,97.7
1959 Dec,97.01999
1960 Jan,98.83
1960 Feb,99.8
1960 Mar,96.74
1960 Apr,93.54
1960 May,82.08
1960 Jun,71.51
1960 Jul,49.61
1960 Aug,41.76
1960 Sep,59.78
1960 Oct,90.97
1960 Nov,85.26
1960 Dec,100
1961 Jan,98.5
1961 Feb,98.7
1961 Mar,93.1
1961 Apr,79.37
1961 May,81.97
1961 Jun,55.94
1961 Jul,50.39
1961 Aug,48.64
1961 Sep,40.12
1961 Oct,63.04
1961 Nov,60.51
1961 Dec,78.72
1962 Jan,71.37
1962 Feb,76.43
1962 Mar,71.25
1962 Apr,56.46
1962 May,41.84
1962 Jun,41.24
1962 Jul,35.28
1962 Aug,39.86
1962 Sep,45.13
1962 Oct,53.8
1962 Nov,77.54
1962 Dec,80.02
1963 Jan,81.28
1963 Feb,73.58
1963 Mar,66.06
1963 Apr,59.46
1963 May,59.49
1963 Jun,51.9
1963 Jul,35.21
1963 Aug,39.65
1963 Sep,31.9
1963 Oct,61.56
1963 Nov,88.25
1963 Dec,96.46
1964 Jan,83.94
1964 Feb,89.05
1964 Mar,92.97
1964 Apr,98.29
1964 May,99.79
1964 Jun,94.01
1964 Jul,87.06
1964 Aug,80.46
1964 Sep,74.86
1964 Oct,67.18
1964 Nov,73.85
1964 Dec,80.15
1965 Jan,69.45
1965 Feb,50.39
1965 Mar,31.68
1965 Apr,31.25
1965 May,23.11
1965 Jun,11.32
1965 Jul,8.96
1965 Aug,6.03
1965 Sep,11.7
1965 Oct,34.63
1965 Nov,58.31
1965 Dec,58.66
1966 Jan,72.62
1966 Feb,85.76
1966 Mar,94.29
1966 Apr,92.76999
1966 May,93.18
1966 Jun,89.32
1966 Jul,81.63
1966 Aug,71.44
1966 Sep,66.42
1966 Oct,80.02
1966 Nov,76.52
1966 Dec,77.51
1967 Jan,67.73001
1967 Feb,50.52
1967 Mar,48.97
1967 Apr,50.64
1967 May,38.73
1967 Jun,30.79
1967 Jul,23.75
1967 Aug,26.28
1967 Sep,36.67
1967 Oct,68.91001
1967 Nov,97.39
1967 Dec,96.1
1968 Jan,90.3
1968 Feb,84.92
1968 Mar,91.41001
1968 Apr,92.54
1968 May,98.04
1968 Jun,99.96
1968 Jul,88.83
1968 Aug,83.07
1968 Sep,86.32
1968 Oct,99.83
1968 Nov,96.62
1968 Dec,99.94
1969 Jan,96.89
1969 Feb,85.12
1969 Mar,77.97
1969 Apr,67.38
1969 May,44.5
1969 Jun,26.72
1969 Jul,13.25
1969 Aug,10.64
1969 Sep,23.83
1969 Oct,29.18
1969 Nov,26.91
1969 Dec,20.09
1970 Jan,22.33
1970 Feb,22.07
1970 Mar,26.2
1970 Apr,29.81
1970 May,30.1
1970 Jun,24.25
1970 Jul,25.3
1970 Aug,23.5
1970 Sep,35.62
1970 Oct,52.11
1970 Nov,56.79
1970 Dec,69.09
1971 Jan,86.64
1971 Feb,99.28
1971 Mar,98.48001
1971 Apr,98.45
1971 May,94.76999
1971 Jun,93.58
1971 Jul,78.07
1971 Aug,66.88
1971 Sep,77.04
1971 Oct,88.72
1971 Nov,94.88
1971 Dec,99.67
1972 Jan,100
1972 Feb,99.9
1972 Mar,96.91001
1972 Apr,66.88
1972 May,52.39
1972 Jun,40.61
1972 Jul,30.65
1972 Aug,32.04
1972 Sep,45.28
1972 Oct,35
1972 Nov,35.62
1972 Dec,36.98
1973 Jan,39.89
1973 Feb,36.88
1973 Mar,30.85
1973 Apr,19.33
1973 May,13.26
1973 Jun,11.12
1973 Jul,9.140001
1973 Aug,8.21
1973 Sep,10.76
1973 Oct,10.43
1973 Nov,13.75
1973 Dec,37.91
1974 Jan,41.85
1974 Feb,44.67
1974 Mar,50.57
1974 Apr,50.34
1974 May,49.54
1974 Jun,56.93
1974 Jul,60.16
1974 Aug,57.47
1974 Sep,71.68
1974 Oct,97.28
1974 Nov,62.09
1974 Dec,59.97
1975 Jan,51.18
1975 Feb,51.48
1975 Mar,66.08
1975 Apr,86.39
1975 May,93.58
1975 Jun,99.9
1975 Jul,93.86
1975 Aug,82.82
1975 Sep,84.83999
1975 Oct,89.51
1975 Nov,86.89
1975 Dec,87.15
1976 Jan,78.47
1976 Feb,55.93
1976 Mar,41.27
1976 Apr,19.66
1976 May,9.439999
1976 Jun,4.66
1976 Jul,2.36
1976 Aug,1.72
1976 Sep,3.32
1976 Oct,12.13
1976 Nov,16.81
1976 Dec,24.3
1977 Jan,52.42
1977 Feb,58.05
1977 Mar,59.42
1977 Apr,57.52
1977 May,60.13
1977 Jun,64.68
1977 Jul,74.94
1977 Aug,69.73001
1977 Sep,77.11
1977 Oct,97.93
1977 Nov,98.74
1977 Dec,98.88
1978 Jan,90.41001
1978 Feb,77.86
1978 Mar,61.48
1978 Apr,47.66
1978 May,30.74
1978 Jun,20.11
1978 Jul,12.08
1978 Aug,8.97
1978 Sep,20.03
1978 Oct,71.54
1978 Nov,97.51999
1978 Dec,95.14
1979 Jan,92.22
1979 Feb,80.09
1979 Mar,74.59
1979 Apr,83.66001
1979 May,87.36
1979 Jun,96.63
1979 Jul,93.36
1979 Aug,94.7
1979 Sep,99.66001
1979 Oct,91.6
1979 Nov,89.98001
1979 Dec,99.39
1980 Jan,99.46
1980 Feb,99.37
1980 Mar,99.51999
1980 Apr,96.64
1980 May,89.55
1980 Jun,68.67
1980 Jul,65.02
1980 Aug,61.82
1980 Sep,76.92
