index,value
2000-01-01T00:00:00Z,70.636
2000-01-08T00:55:30Z,71.04
2000-01-15T01:51:01Z,68.49
2000-01-22T02:46:00Z,65.137
2000-01-29T03:41:30Z,67.918
2000-02-05T04:37:00Z,75.117
2000-02-12T05:32:31Z,72.97
2000-02-19T06:27:29Z,76.106
2000-02-26T07:23:00Z,78.158
2000-03-04T08:18:30Z,82.272
2000-03-11T09:14:00Z,83.902
2000-03-18T10:08:59Z,96.146
2000-03-25T11:04:30Z,94.47
2000-04-01T12:00:00Z,89.112
2000-04-08T12:55:30Z,82.782
2000-04-15T13:51:01Z,83.912
2000-04-22T14:46:00Z,74.008
2000-04-29T15:41:30Z,68.426
2000-05-06T16:37:00Z,75.17
2000-05-13T17:32:31Z,74.32
2000-05-20T18:27:29Z,82.572
2000-05-27T19:23:00Z,86.412
2000-06-03T20:18:30Z,91.476
2000-06-10T21:14:00Z,91.034
2000-06-17T22:08:59Z,97.552
2000-06-24T23:04:30Z,94.63
2000-07-02T00:00:00Z,98.324
2000-07-09T00:55:30Z,95.482
2000-07-16T01:51:01Z,96.576
2000-07-23T02:46:00Z,82.88
2000-07-30T03:41:30Z,91.124
2000-08-06T04:37:00Z,87.964
2000-08-13T05:32:31Z,80.346
2000-08-20T06:27:29Z,85.38
2000-08-27T07:23:00Z,82.282
2000-09-03T08:18:30Z,87.35
2000-09-10T09:14:00Z,88.63
2000-09-17T10:08:59Z,94.028
2000-09-24T11:04:30Z,101.29
2000-10-01T12:00:00Z,96.904
2000-10-08T12:55:30Z,97.232
2000-10-15T13:51:01Z,89.716
2000-10-22T14:46:00Z,85.928
2000-10-29T15:41:30Z,94.558
2000-11-05T16:37:00Z,96.996
2000-11-12T17:32:31Z,101.716
2000-11-19T18:27:29Z,94.998
2000-11-26T19:23:00Z,94.35
2000-12-03T20:18:30Z,94.97
2000-12-10T21:14:00Z,97.862
2000-12-17T22:08:59Z,88.718
2000-12-24T23:04:30Z,75.12
2001-01-01T00:00:00Z,72.482
2001-01-08T00:27:49Z,71.674
2001-01-15T00:55:38Z,73.38
2001-01-22T01:22:55Z,78.395
2001-01-29T01:50:44Z,84.566
2001-02-05T02:18:33Z,84.41
2001-02-12T02:46:21Z,84.062
2001-02-19T03:13:39Z,83.138
2001-02-26T03:41:27Z,86.92
2001-03-05T04:09:16Z,82.914
2001-03-12T04:37:05Z,78.695
2001-03-19T05:04:22Z,78.066
2001-03-26T05:32:11Z,78.876
2001-04-02T06:00:00Z,76.22
2001-04-09T06:27:49Z,78.43
2001-04-16T06:55:38Z,80.806
2001-04-23T07:22:55Z,88.142
2001-04-30T07:50:44Z,95.777
2001-05-07T08:18:33Z,97.492
2001-05-14T08:46:21Z,96.742
2001-05-21T09:13:39Z,99.3
2001-05-28T09:41:27Z,96.92
2001-06-04T10:09:16Z,87.25
2001-06-11T10:37:05Z,93.904
2001-06-18T11:04:22Z,83.255
2001-06-25T11:32:11Z,76.36
2001-07-02T12:00:00Z,73.676
2001-07-09T12:27:49Z,70.078
2001-07-16T12:55:38Z,65.698
2001-07-23T13:22:55Z,66.705
2001-07-30T13:50:44Z,68.626
2001-08-06T14:18:33Z,66.71
2001-08-13T14:46:21Z,69.9
2001-08-20T15:13:39Z,72.104
2001-08-27T15:41:27Z,76.186
2001-09-03T16:09:16Z,77.936
2001-09-10T16:37:05Z,77.244
2001-09-17T17:04:22Z,81.874
2001-09-24T17:32:11Z,80.155
2001-10-01T18:00:00Z,83.875
2001-10-08T18:27:49Z,77.67
2001-10-15T18:55:38Z,63.332
2001-10-22T19:22:55Z,64.508
2001-10-29T19:50:44Z,61.566
2001-11-05T20:18:33Z,57.734
2001-11-12T20:46:21Z,58.07
2001-11-19T21:13:39Z,54.136
2001-11-26T21:41:27Z,54.162
2001-12-03T22:09:16Z,51.258
2001-12-10T22:37:05Z,49.5
2001-12-17T23:04:22Z,50.854
2001-12-24T23:32:11Z,50.796
2002-01-01T00:00:00Z,48.924
2002-01-08T00:27:49Z,52.26
2002-01-15T00:55:38Z,56.46
2002-01-22T01:22:55Z,57.155
2002-01-29T01:50:44Z,56.468
2002-02-05T02:18:33Z,51.486
2002-02-12T02:46:21Z,53.487
2002-02-19T03:13:39Z,54.114
2002-02-26T03:41:27Z,54.464
2002-03-05T04:09:16Z,57.006
2002-03-12T04:37:05Z,54.5
2002-03-19T05:04:22Z,55.722
2002-03-26T05:32:11Z,64.21
2002-04-02T06:00:00Z,71.766
2002-04-09T06:27:49Z,73.302
2002-04-16T06:55:38Z,72.447
2002-04-23T07:22:55Z,76.64
2002-04-30T07:50:44Z,73.542
2002-05-07T08:18:33Z,74.19
2002-05-14T08:46:21Z,73.064
2002-05-21T09:13:39Z,73.028
2002-05-28T09:41:27Z,69.182
2002-06-04T10:09:16Z,71.236
2002-06-11T10:37:05Z,71.206
2002-06-18T11:04:22Z,68.317
2002-06-25T11:32:11Z,70.632
2002-07-02T12:00:00Z,70.484
2002-07-09T12:27:49Z,72.2
2002-07-16T12:55:38Z,73.412
2002-07-23T13:22:55Z,74.173
2002-07-30T13:50:44Z,73.852
2002-08-06T14:18:33Z,78.832
2002-08-13T14:46:21Z,76.696
2002-08-20T15:13:39Z,78.286
2002-08-27T15:41:27Z,75.666
2002-09-03T16:09:16Z,76.692
