index,value
1947-Q1,1488.9
1947-Q2,1496.9
1947-Q3,1500.5
1947-Q4,1524.3
1948-Q1,1546.6
1948-Q2,1571.1
1948-Q3,1577.6
1948-Q4,1580.5
1949-Q1,1558.2
1949-Q2,1553.6
1949-Q3,1570.7
1949-Q4,1553.9
1950-Q1,1618.4
1950-Q2,1667.2
1950-Q3,1733.1
1950-Q4,1763.9
1951-Q1,1782.9
1951-Q2,1814.9
1951-Q3,1851.6
1951-Q4,1855.8
1952-Q1,1876.7
1952-Q2,1878.2
1952-Q3,1889.9
1952-Q4,1951.9
1953-Q1,1987.4
1953-Q2,2004.3
1953-Q3,1990.2
1953-Q4,1958.6
1954-Q1,1949.7
1954-Q2,1952.6
1954-Q3,1973.7
1954-Q4,2014.1
1955-Q1,2071.6
1955-Q2,2104.3
1955-Q3,2132.4
1955-Q4,2143.9
1956-Q1,2136.4
1956-Q2,2152.8
1956-Q3,2150.8
1956-Q4,2184.1
1957-Q1,2198.8
1957-Q2,2195
1957-Q3,2215.5
1957-Q4,2189.2
1958-Q1,2131
1958-Q2,2143.6
1958-Q3,2190.9
1958-Q4,2239.7
1959-Q1,2286.2
1959-Q2,2345.5
1959-Q3,2345.5
1959-Q4,2354.1
1960-Q1,2405.4
1960-Q2,2393.9
1960-Q3,2398.9
1960-Q4,2369.3
1961-Q1,2383.7
1961-Q2,2427.1
1961-Q3,2467.2
1961-Q4,2517.5
1962-Q1,2561
1962-Q2,2590.3
1962-Q3,2615.7
1962-Q4,2625.1
1963-Q1,2654.8
1963-Q2,2688.2
1963-Q3,2739.8
1963-Q4,2760.3
1964-Q1,2823.2
1964-Q2,2855.7
1964-Q3,2894.7
1964-Q4,2900.5
1965-Q1,2974
1965-Q2,3014.6
1965-Q3,3073.6
1965-Q4,3144.5
1966-Q1,3222.6
1966-Q2,3234.8
1966-Q3,3254.7
1966-Q4,3283.7
1967-Q1,3313.4
1967-Q2,3310.7
1967-Q3,3336.6
1967-Q4,3360.8
1968-Q1,3429.2
1968-Q2,3488.3
1968-Q3,3513.4
1968-Q4,3528.1
1969-Q1,3582.2
1969-Q2,3590.6
1969-Q3,3610.3
1969-Q4,3593.3
1970-Q1,3589.1
1970-Q2,3597.4
1970-Q3,3628.3
1970-Q4,3587.6
1971-Q1,3691.3
1971-Q2,3712.8
1971-Q3,3738.4
1971-Q4,3749.2
1972-Q1,3823.4
1972-Q2,3910
1972-Q3,3950.7
1972-Q4,4018.7
1973-Q1,4125
1973-Q2,4168.3
1973-Q3,4158
1973-Q4,4192.5
1974-Q1,4168.1
1974-Q2,4176.5
1974-Q3,4126.5
1974-Q4,4098
1975-Q1,4040.1
1975-Q2,4075.6
1975-Q3,4148.4
1975-Q4,4206.7
1976-Q1,4304.2
1976-Q2,4341.2
1976-Q3,4362
1976-Q4,4398.4
1977-Q1,4457.6
1977-Q2,4535.9
1977-Q3,4616.4
1977-Q4,4616.6
1978-Q1,4636
1978-Q2,4804.8
1978-Q3,4854.6
1978-Q4,4925.8
1979-Q1,4939.6
1979-Q2,4949.3
1979-Q3,4995.6
1979-Q4,5011.4
1980-Q1,5028.8
1980-Q2,4922.5
1980-Q3,4911.3
1980-Q4,4986.3
1981-Q1,5086.4
1981-Q2,5048.1
1981-Q3,5110.5
1981-Q4,5056.8
1982-Q1,4969.4
1982-Q2,4996.9
1982-Q3,4963.4
1982-Q4,4964.8
1983-Q1,5021.5
1983-Q2,5142.2
1983-Q3,5233.9
1983-Q4,5342
1984-Q1,5452.6
1984-Q2,5544.3
1984-Q3,5591.1
1984-Q4,5627.1
1985-Q1,5664.3
1985-Q2,5710.9
1985-Q3,5788.6
1985-Q4,5839.6
1986-Q1,5887.3
1986-Q2,5901.9
1986-Q3,5959
1986-Q4,5981.7
1987-Q1,6027.6
1987-Q2,6095.8
1987-Q3,6145.8
1987-Q4,6254.1
1988-Q1,6302
1988-Q2,6372.8
1988-Q3,6402
1988-Q4,6487.4
1989-Q1,6565.6
1989-Q2,6599.7
1989-Q3,6633.4
1989-Q4,6663.4
1990-Q1,6743.6
1990-Q2,6760.8
1990-Q3,6742.6
1990-Q4,6713.3
1991-Q1,6667.4
1991-Q2,6692.1
1991-Q3,6704.7
1991-Q4,6749.4
1992-Q1,6811.1
1992-Q2,6873.8
1992-Q3,6923.3
1992-Q4,7015.1
1993-Q1,7020.9
1993-Q2,7056
1993-Q3,7092.4
1993-Q4,7182.1
1994-Q1,7249.8
1994-Q2,7346.3
1994-Q3,7385.1
1994-Q4,7476
1995-Q1,7510.2
1995-Q2,7528.6
1995-Q3,7572.3
1995-Q4,7645.2
1996-Q1,7703.1
1996-Q2,7820.4
1996-Q3,7853.5
1996-Q4,7947.9
1997-Q1,8025.1
1997-Q2,8145.6
1997-Q3,8225.1
1997-Q4,8276.9
1998-Q1,8405.4
1998-Q2,8448.7
1998-Q3,8517.6
1998-Q4,8662
1999-Q1,8755.5
1999-Q2,8801.8
1999-Q3,8906.4
1999-Q4,9071.1
2000-Q1,9119.7
2000-Q2,9233
2000-Q3,9238.2
2000-Q4,9274
2001-Q1,9241.7
2001-Q2,9224.3
2001-Q3,9199.8
2001-Q4,9283.5
2002-Q1,9367.5
2002-Q2,9376.7
2002-Q3,9477.9
