index,value
1953-Q1,1.98
1953-Q2,2.153
1953-Q3,1.957
1953-Q4,1.473
1954-Q1,1.06
1954-Q2,0.787
1954-Q3,0.883
1954-Q4,1.017
1955-Q1,1.227
1955-Q2,1.483
1955-Q3,1.857
1955-Q4,2.34
1956-Q1,2.327
1956-Q2,2.567
1956-Q3,2.583
1956-Q4,3.033
1957-Q1,3.1
1957-Q2,3.137
1957-Q3,3.353
1957-Q4,3.303
1958-Q1,1.76
1958-Q2,0.957
1958-Q3,1.68
1958-Q4,2.69
1959-Q1,2.773
1959-Q2,3
1959-Q3,3.54
1959-Q4,4.23
1960-Q1,3.873
1960-Q2,2.993
1960-Q3,2.36
1960-Q4,2.307
1961-Q1,2.35
1961-Q2,2.303
1961-Q3,2.303
1961-Q4,2.46
1962-Q1,2.723
1962-Q2,2.713
1962-Q3,2.84
1962-Q4,2.813
1963-Q1,2.907
1963-Q2,2.937
1963-Q3,3.293
1963-Q4,3.497
1964-Q1,3.53
1964-Q2,3.477
1964-Q3,3.497
1964-Q4,3.683
1965-Q1,3.89
1965-Q2,3.873
1965-Q3,3.867
1965-Q4,4.167
1966-Q1,4.61
1966-Q2,4.587
1966-Q3,5.043
1966-Q4,5.21
1967-Q1,4.513
1967-Q2,3.66
1967-Q3,4.3
1967-Q4,4.753
1968-Q1,5.05
1968-Q2,5.52
1968-Q3,5.197
1968-Q4,5.587
1969-Q1,6.093
1969-Q2,6.197
1969-Q3,7.023
1969-Q4,7.353
1970-Q1,7.21
1970-Q2,6.677
1970-Q3,6.33
1970-Q4,5.353
1971-Q1,3.84
1971-Q2,4.25
1971-Q3,5.01
1971-Q4,4.23
1972-Q1,3.437
1972-Q2,3.77
1972-Q3,4.22
1972-Q4,4.863
1973-Q1,5.7
1973-Q2,6.603
1973-Q3,8.323
1973-Q4,7.5
1974-Q1,7.617
1974-Q2,8.153
1974-Q3,8.19
1974-Q4,7.36
1975-Q1,5.75
1975-Q2,5.393
1975-Q3,6.33
1975-Q4,5.627
1976-Q1,4.917
1976-Q2,5.157
1976-Q3,5.15
1976-Q4,4.673
1977-Q1,4.63
1977-Q2,4.84
1977-Q3,5.497
1977-Q4,6.11
1978-Q1,6.393
1978-Q2,6.477
1978-Q3,7.313
1978-Q4,8.57
1979-Q1,9.383
1979-Q2,9.377
1979-Q3,9.673
1979-Q4,11.843
1980-Q1,13.353
1980-Q2,9.617
