index,value
1947-Q1,2033.061
1947-Q2,2027.639
1947-Q3,2023.452
1947-Q4,2055.103
1948-Q1,2086.017
1948-Q2,2120.45
1948-Q3,2132.598
1948-Q4,2134.981
1949-Q1,2105.562
1949-Q2,2098.38
1949-Q3,2120.044
1949-Q4,2102.251
1950-Q1,2184.872
1950-Q2,2251.507
1950-Q3,2338.514
1950-Q4,2383.291
1951-Q1,2415.66
1951-Q2,2457.517
1951-Q3,2508.166
1951-Q4,2513.69
1952-Q1,2540.55
1952-Q2,2546.022
1952-Q3,2564.401
1952-Q4,2648.621
1953-Q1,2697.855
1953-Q2,2718.709
1953-Q3,2703.411
1953-Q4,2662.482
1954-Q1,2649.755
1954-Q2,2652.643
1954-Q3,2682.601
1954-Q4,2735.091
1955-Q1,2813.212
1955-Q2,2858.988
1955-Q3,2897.598
1955-Q4,2914.993
1956-Q1,2903.671
1956-Q2,2927.665
1956-Q3,2925.035
1956-Q4,2973.179
1957-Q1,2992.219
1957-Q2,2985.663
1957-Q3,3014.919
1957-Q4,2983.727
1958-Q1,2906.274
1958-Q2,2925.379
1958-Q3,2993.068
1958-Q4,3063.085
1959-Q1,3121.936
1959-Q2,3192.38
1959-Q3,3194.653
1959-Q4,3203.759
1960-Q1,3275.757
1960-Q2,3258.088
1960-Q3,3274.029
1960-Q4,3232.009
1961-Q1,3253.826
1961-Q2,3309.059
1961-Q3,3372.581
1961-Q4,3438.721
1962-Q1,3500.054
1962-Q2,3531.683
1962-Q3,3575.07
1962-Q4,3586.827
1963-Q1,3625.981
1963-Q2,3666.669
1963-Q3,3747.278
1963-Q4,3771.845
1964-Q1,3851.366
1964-Q2,3893.296
1964-Q3,3954.121
1964-Q4,3966.335
1965-Q1,4062.311
1965-Q2,4113.629
1965-Q3,4205.086
1965-Q4,4301.973
1966-Q1,4406.693
1966-Q2,4421.747
1966-Q3,4459.195
1966-Q4,4495.777
1967-Q1,4535.591
1967-Q2,4538.37
1967-Q3,4581.309
1967-Q4,4615.853
1968-Q1,4709.993
1968-Q2,4788.688
1968-Q3,4825.799
1968-Q4,4844.779
1969-Q1,4920.605
1969-Q2,4935.564
1969-Q3,4968.164
1969-Q4,4943.935
1970-Q1,4936.594
1970-Q2,4943.6
1970-Q3,4989.159
1970-Q4,4935.693
1971-Q1,5069.746
1971-Q2,5097.179
1971-Q3,5139.128
1971-Q4,5151.245
1972-Q1,5245.974
1972-Q2,5365.045
1972-Q3,5415.712
1972-Q4,5506.396
1973-Q1,5642.669
1973-Q2,5704.098
1973-Q3,5674.1
1973-Q4,5727.96
1974-Q1,5678.713
1974-Q2,5692.21
1974-Q3,5638.411
1974-Q4,5616.526
1975-Q1,5548.156
1975-Q2,5587.8
1975-Q3,5683.444
1975-Q4,5759.972
1976-Q1,5889.5
1976-Q2,5932.711
1976-Q3,5965.265
1976-Q4,6008.504
1977-Q1,6079.494
1977-Q2,6197.686
1977-Q3,6309.514
1977-Q4,6309.652
1978-Q1,6329.791
1978-Q2,6574.39
1978-Q3,6640.497
1978-Q4,6729.755
1979-Q1,6741.854
1979-Q2,6749.063
1979-Q3,6799.2
1979-Q4,6816.203
1980-Q1,6837.641
1980-Q2,6696.753
1980-Q3,6688.794
1980-Q4,6813.535
1981-Q1,6947.042
1981-Q2,6895.559
